left wheel speed,right wheel speed,gyro x,gyro y,gyro z,pose x,pose y,pose z,q0,q1,q2,q3,angle_z,origin_id,is_accurate,wheels: up key,wheels: down key,wheels: left key,wheels: right key,head: up key,head: down key,stop,timestamp
0.0,0.0,0.0003535129362717271,0.0006327880546450615,-0.0009076987626031041,-302.3894958496094,-275.9498596191406,0.0,0.9992413520812988,0.0,0.0,-0.03894446790218353,-0.07790863601726464,61,True,0,0,0,0,0,0,0,14:39:42.121434
0.0,0.0,0.0003555077128112316,9.894836694002151e-05,-0.0003887556667905301,-302.3894958496094,-275.9498596191406,0.0,0.9992420673370361,0.0,0.0,-0.038926657289266586,-0.07787298941145349,61,True,0,0,0,0,0,0,0,14:39:42.227998
0.0,0.0,-0.0007055476307868958,-0.0007015024311840534,0.0006624499219469726,-302.3894958496094,-275.9498596191406,0.0,0.9992408752441406,0.0,0.0,-0.03895718231797218,-0.077934085618569,61,True,0,0,0,0,0,0,0,14:39:42.335015
0.0,0.0,9.378872346132994e-05,-0.00016785133630037308,0.0009207953116856515,-302.3894958496094,-275.9498596191406,0.0,0.9992414712905884,0.0,0.0,-0.038942500948905945,-0.0779047024283782,61,True,0,0,0,0,0,0,0,14:39:42.441708
0.0,0.0,0.001427713199518621,-0.0012306105345487595,0.00039221320184879005,-302.3894958496094,-275.9498596191406,0.0,0.9992426037788391,0.0,0.0,-0.03891236335039139,-0.07784437828320633,61,True,0,0,0,0,0,0,0,14:39:42.549088
0.0,0.0,9.112420957535505e-05,-0.00016229553148150444,0.00039311705040745437,-302.3894958496094,-275.9498596191406,0.0,0.9992424249649048,0.0,0.0,-0.038916949182748795,-0.0778535568828923,61,True,0,0,0,0,0,0,0,14:39:42.656215
0.0,0.0,-0.00016887986566871405,-0.0001593092456459999,-0.0009111512335948646,-302.3894958496094,-275.9498596191406,0.0,0.9992420673370361,0.0,0.0,-0.038927312940359116,-0.07787430369080664,61,True,0,0,0,1,0,0,0,14:39:42.763259
0.0,0.0,0.0006284333067014813,0.0003695921041071415,-0.0001261647412320599,-302.3894958496094,-275.9498596191406,0.0,0.9992420077323914,0.0,0.0,-0.03892764076590538,-0.077874956204061,61,True,0,0,0,1,0,0,0,14:39:42.873660
0.0,0.0,9.632064029574394e-05,0.002231986029073596,-0.0035226396284997463,-302.45037841796875,-275.94537353515625,0.0,0.999241292476654,0.0,0.0,-0.038946520537137985,-0.07791274598791695,61,True,0,0,0,1,0,0,0,14:39:42.979609
16.0,-17.0,-0.0015000172425061464,-0.010272659361362457,-0.3611975610256195,-302.4795837402344,-276.1831359863281,0.0,0.9987896084785461,0.0,0.0,-0.04918646067380905,-0.09841262983063967,61,True,0,0,0,1,0,0,0,14:39:43.085672
25.0,-23.0,0.005683503113687038,0.06209465116262436,-0.5135164260864258,-302.66839599609375,-277.1930236816406,0.0,0.9971219301223755,0.0,0.0,-0.07581498473882675,-0.1517756099417003,61,True,0,0,0,1,0,0,0,14:39:43.191841
28.0,-26.0,-0.0070871999487280846,-0.012401111423969269,-0.6107078194618225,-302.6933898925781,-278.0850524902344,0.0,0.9952079653739929,0.0,0.0,-0.09778085350990295,-0.19587468517917228,61,True,0,0,0,1,0,0,0,14:39:43.297961
30.0,-31.0,0.033885471522808075,0.006222830619663,-0.6532943844795227,-302.95367431640625,-279.4595642089844,0.0,0.9911891222000122,0.0,0.0,-0.13245441019535065,-0.26568960736362396,61,True,0,0,0,1,0,0,0,14:39:43.404018
33.0,-32.0,-0.030500153079628944,-0.009740547277033329,-0.6930070519447327,-303.29791259765625,-280.5915222167969,0.0,0.9868456721305847,0.0,0.0,-0.16166512668132782,-0.32475548479619,61,True,0,0,0,1,0,0,0,14:39:43.509921
33.0,-36.0,0.021646881476044655,-0.11217222362756729,-0.7008450031280518,-303.96307373046875,-282.1321716308594,0.0,0.9792092442512512,0.0,0.0,-0.20285291969776154,-0.40854108912575193,61,True,0,0,0,1,0,0,0,14:39:43.615735
35.0,-37.0,-0.18534493446350098,-0.1680440455675125,-0.7779188752174377,-304.876220703125,-283.7231140136719,0.0,0.9688929915428162,0.0,0.0,-0.24747999012470245,-0.5001569365182587,61,True,0,0,0,1,0,0,0,14:39:43.721456
39.0,-37.0,-0.13984930515289307,0.06608550250530243,-0.8905251026153564,-305.37786865234375,-284.58978271484375,0.0,0.9623845219612122,0.0,0.0,-0.2716909646987915,-0.5502992955929658,61,True,0,0,0,1,0,0,0,14:39:43.830721
36.0,-38.0,0.017922092229127884,-0.018786462023854256,-0.8479385375976562,-306.2095947265625,-285.94146728515625,0.0,0.9508463144302368,0.0,0.0,-0.3096631169319153,-0.629677417123827,61,True,0,0,0,1,0,0,0,14:39:43.940041
39.0,-37.0,-0.07839028537273407,-0.04885082691907883,-0.8573441505432129,-307.1688232421875,-287.15582275390625,0.0,0.9381807446479797,0.0,0.0,-0.3461458086967468,-0.706919647552307,61,True,0,0,0,1,0,0,0,14:39:44.045749
42.0,-39.0,-0.05604155734181404,0.06502127647399902,-0.9252736568450928,-309.3376770019531,-289.5015869140625,0.0,0.9075325727462769,0.0,0.0,-0.4199816882610321,-0.8668502816768193,61,True,0,0,0,1,0,0,0,14:39:44.151395
39.0,-41.0,0.011802798137068748,0.10333337634801865,-0.8960117101669312,-310.73052978515625,-290.58203125,0.0,0.8880980014801025,0.0,0.0,-0.45965418219566345,-0.955211543732784,61,True,0,0,0,1,0,0,0,14:39:44.257250
43.0,-44.0,0.033619415014982224,0.06209465116262436,-0.9566256999969482,-311.98516845703125,-291.3918762207031,0.0,0.8703241348266602,0.0,0.0,-0.4924793839454651,-1.029872551838282,61,True,0,0,0,1,0,0,0,14:39:44.363370
42.0,-40.0,-0.056839726865291595,-0.018786462023854256,-0.9605447053909302,-314.6244812011719,-292.6575012207031,0.0,0.8320323824882507,0.0,0.0,-0.5547270178794861,-1.1760696661694712,61,True,0,0,0,1,0,0,0,14:39:44.469435
40.0,-40.0,0.02457350119948387,0.04825972765684128,-0.9976447224617004,-316.7926330566406,-293.61572265625,0.0,0.7978113293647766,0.0,0.0,-0.6029071807861328,-1.2942801141619271,61,True,0,0,0,1,0,0,0,14:39:44.575470
40.0,-44.0,-0.04140846058726311,-0.022511249408125877,-1.013843297958374,-318.4520263671875,-293.9486083984375,0.0,0.7716602683067322,0.0,0.0,-0.6360349655151367,-1.3786980055779374,61,True,0,0,0,1,0,0,0,14:39:44.681466
41.0,-42.0,-0.03369282931089401,-0.062419697642326355,-0.9652475714683533,-320.1602783203125,-294.13616943359375,0.0,0.743695855140686,0.0,0.0,-0.6685181260108948,-1.464428836372242,61,True,0,0,0,1,0,0,0,14:39:44.793214
40.0,-39.0,0.07778476178646088,0.00010353559628129005,-0.9344180226325989,-322.498779296875,-294.3167724609375,0.0,0.7032516002655029,0.0,0.0,-0.7109410166740417,-1.5816708001304216,61,True,0,0,0,1,0,0,0,14:39:44.904934
41.0,-39.0,-0.058702122420072556,0.029901841655373573,-0.9075074791908264,-324.7666931152344,-294.28582763671875,0.0,0.6618947982788086,0.0,0.0,-0.7495967745780945,-1.6949053331275066,61,True,0,0,0,1,0,0,0,14:39:45.010881
35.0,-38.0,-0.016931282356381416,0.06315887719392776,-0.8450645804405212,-326.96484375,-293.76031494140625,0.0,0.6184536814689636,0.0,0.0,-0.785821259021759,-1.8080458623911835,61,True,0,0,0,1,0,0,0,14:39:45.116858
38.0,-41.0,0.00594955962151289,0.0027640988118946552,-0.9278863072395325,-328.52459716796875,-293.25103759765625,0.0,0.5857443809509277,0.0,0.0,-0.8104958534240723,-1.8899963075628976,61,True,0,0,0,0,0,0,0,14:39:45.223491
41.0,-39.0,-0.037683673202991486,0.008085224777460098,-0.9093363285064697,-330.9457092285156,-292.06097412109375,0.0,0.5300845503807068,0.0,0.0,-0.8479447960853577,-2.0241921166882015,61,True,0,0,0,0,0,0,0,14:39:45.337445
27.0,-24.0,-0.015334945172071457,0.03336057439446449,-0.832523763179779,-331.8883361816406,-291.5702819824219,0.0,0.5073700547218323,0.0,0.0,-0.861728310585022,-2.077332540391429,61,True,0,0,0,0,0,0,0,14:39:45.444338
4.0,-14.0,-0.0009679044596850872,-0.0009606895036995411,-0.0006486993515864015,-332.2095947265625,-291.528564453125,0.0,0.4966881573200226,0.0,0.0,-0.8679290413856506,-2.1020349924432464,61,True,0,0,0,0,0,0,0,14:39:45.550445
4.0,0.0,9.632064029574394e-05,0.0009017046540975571,-0.00038743202458135784,-332.2095947265625,-291.528564453125,0.0,0.4966619908809662,0.0,0.0,-0.867944061756134,-2.1020954044029168,61,True,0,0,0,1,0,0,0,14:39:45.657319
0.0,0.0,0.0014266022481024265,0.0009017046540975571,0.00039636981091462076,-332.2095947265625,-291.528564453125,0.0,0.4966511130332947,0.0,0.0,-0.8679502606391907,-2.102120406260771,61,True,0,0,0,1,0,0,0,14:39:45.764051
