left wheel speed,right wheel speed,gyro x,gyro y,gyro z
<Speed 0.00 mmps>,<Speed 0.00 mmps>,-0.0002627917565405369,0.001831183908507228,-0.00016962749941740185
<Speed 0.00 mmps>,<Speed 0.00 mmps>,0.0008005989948287606,0.006091555580496788,0.0008774784510023892
<Speed 0.00 mmps>,<Speed 0.00 mmps>,0.0008001986425369978,-0.006948249414563179,-0.001213098643347621
<Speed 0.00 mmps>,<Speed 0.00 mmps>,-0.000530082848854363,0.007950903847813606,-0.00042929674964398146
<Speed 0.00 mmps>,<Speed 0.00 mmps>,-0.00132825190667063,-0.0024252920411527157,-0.0006905639893375337
<Speed 0.00 mmps>,<Speed 0.00 mmps>,0.0013323111925274134,-0.00269134808331728,0.0006157724419608712
<Speed 0.00 mmps>,<Speed 0.00 mmps>,0.0007997985230758786,0.0026277971919625998,-0.0006902187597006559
<Speed 0.00 mmps>,<Speed 0.00 mmps>,0.001331886276602745,-3.111083060503006e-05,0.0006127417436800897
<Speed 0.00 mmps>,<Speed 0.00 mmps>,-2.905959263443947e-06,-0.0005590133368968964,0.0008781127980910242
<Speed 0.00 mmps>,<Speed 0.00 mmps>,-0.00026560365222394466,-2.5023240596055984e-05,9.161192429019138e-05
<Speed 0.00 mmps>,<Speed 0.00 mmps>,0.000532162724994123,-0.00109471520408988,0.0003543952770996839
<Speed 0.00 mmps>,<Speed 0.00 mmps>,0.0002631911775097251,-0.001358110923320055,0.0008734858129173517
<Speed 0.00 mmps>,<Speed 0.00 mmps>,0.00026348966639488935,0.00023761577904224396,-0.0009533428819850087
<Speed 0.00 mmps>,<Speed 0.00 mmps>,0.0002641649916768074,-0.0032218811102211475,-0.00016748480265960097
<Speed 0.00 mmps>,<Speed 0.00 mmps>,0.0007945762481540442,-2.290448173880577e-05,-0.00016748131019994617
<Speed 0.00 mmps>,<Speed 0.00 mmps>,-0.0008018823573365808,0.0007721418514847755,-0.0009489543735980988
<Speed 0.00 mmps>,<Speed 0.00 mmps>,-0.001335680135525763,0.0015636826865375042,-0.00042329620919190347
<Speed 0.00 mmps>,<Speed 0.00 mmps>,-0.0002685022773221135,0.0018349301535636187,9.339639655081555e-05
<Speed 0.00 mmps>,<Speed 0.00 mmps>,-0.0005349119892343879,-0.00029772333800792694,0.00035185020533390343
<Speed 0.00 mmps>,<Speed 0.00 mmps>,0.0002641982864588499,0.0010330136865377426,8.873998012859374e-05
<Speed 0.00 mmps>,<Speed 0.00 mmps>,0.001058140303939581,0.00023420434445142746,0.0006078817532397807
<Speed 0.00 mmps>,<Speed 0.00 mmps>,-0.00027720024809241295,0.00022713188081979752,0.000341840204782784
<Speed 0.00 mmps>,<Speed 0.00 mmps>,-0.0005375934997573495,0.000496456865221262,-0.0007044692174531519
<Speed 0.00 mmps>,<Speed 0.00 mmps>,0.0002603544853627682,-0.0003054901026189327,8.21277208160609e-05
<Speed 0.00 mmps>,<Speed 0.00 mmps>,-9.123352356255054e-06,-0.0043009016662836075,0.0011250494280830026
<Speed 0.00 mmps>,<Speed 0.00 mmps>,0.001055101864039898,0.0015523368492722511,0.0013863167259842157
