left wheel speed,right wheel speed,gyro x,gyro y,gyro z
<Speed 0.00 mmps>,<Speed 0.00 mmps>,0.00024448882322758436,0.0009738015942275524,-0.00020910552120767534
<Speed 0.00 mmps>,<Speed 0.00 mmps>,0.00024448882322758436,0.0009738015942275524,-0.00020910552120767534
<Speed 0.00 mmps>,<Speed 0.00 mmps>,-0.001081703114323318,0.0015002954751253128,-0.00046705882414244115
<Speed 0.00 mmps>,<Speed 0.00 mmps>,0.0005136369727551937,0.0012311632744967937,0.0008350885473191738
<Speed 0.00 mmps>,<Speed 0.00 mmps>,-0.001081419875845313,-0.0011670654639601707,0.0005778821068815887
<Speed 0.00 mmps>,<Speed 0.00 mmps>,-0.0008087821770459414,0.001225555781275034,0.0005726568633690476
<Speed 0.00 mmps>,<Speed 0.00 mmps>,0.0007875856244936585,-0.0006375862285494804,0.0005713326390832663
<Speed 0.00 mmps>,<Speed 0.00 mmps>,-0.0010734453098848462,-0.0009068381041288376,0.00030906734173186123
<Speed 0.00 mmps>,<Speed 0.00 mmps>,-0.0002749379491433501,0.0001570284366607666,-0.0007353895343840122
<Speed 0.00 mmps>,<Speed 0.00 mmps>,-0.00027751235757023096,-0.0014421753585338593,0.00031106226379051805
<Speed 0.00 mmps>,<Speed 0.00 mmps>,-0.0008035112405195832,0.0006854301318526268,0.0003164323279634118
<Speed 0.00 mmps>,<Speed 0.00 mmps>,0.0005289391847327352,-0.0035713110119104385,0.00031512987334281206
<Speed 0.00 mmps>,<Speed 0.00 mmps>,0.0002615895355120301,-0.0017077922821044922,-0.0004674565279856324
<Speed 0.00 mmps>,<Speed 0.00 mmps>,0.0002633769763633609,0.002013562247157097,-0.0004573320911731571
<Speed 0.00 mmps>,<Speed 0.00 mmps>,0.0002659361343830824,-0.0003808918409049511,0.0005890241591259837
<Speed 0.00 mmps>,<Speed 0.00 mmps>,0.0007939384086057544,-0.0006431336514651775,0.0005877778166905046
<Speed 0.00 mmps>,<Speed 0.00 mmps>,0.000789375277236104,0.0006919177249073982,0.00032546892180107534
<Speed 0.00 mmps>,<Speed 0.00 mmps>,0.0010516623733565211,0.00042138155549764633,-0.00019763802993111312
