left wheel speed,right wheel speed,gyro x,gyro y,gyro z
<Speed 0.00 mmps>,<Speed 0.00 mmps>,1.803017221391201e-05,0.000867099966853857,-0.00043898713192902505
<Speed 0.00 mmps>,<Speed 0.00 mmps>,1.803017221391201e-05,0.000867099966853857,-0.00043898713192902505
<Speed 0.00 mmps>,<Speed 0.00 mmps>,0.0005522349383682013,-0.0015163552016019821,-0.0006970623508095741
<Speed 0.00 mmps>,<Speed 0.00 mmps>,-0.0007778200088068843,-0.0004557706415653229,0.0006090080132707953
<Speed 0.00 mmps>,<Speed 0.00 mmps>,-0.0007778200088068843,-0.0004557706415653229,0.0006090080132707953
<Speed 0.00 mmps>,<Speed 0.00 mmps>,2.477539237588644e-05,-0.002319078892469406,-0.00043847993947565556
<Speed 0.00 mmps>,<Speed 0.00 mmps>,-0.0005059700924903154,0.00034185685217380524,-0.0009622909710742533
<Speed 0.00 mmps>,<Speed 0.00 mmps>,-0.0005048138555139303,0.0016679319087415934,0.0003484997432678938
<Speed 0.00 mmps>,<Speed 0.00 mmps>,0.00029156217351555824,6.996141746640205e-05,-0.0001733791286824271
<Speed 0.00 mmps>,<Speed 0.00 mmps>,-0.0007743930909782648,0.0005981819704174995,-0.0012158624595031142
<Speed 0.00 mmps>,<Speed 0.00 mmps>,-0.001037628622725606,-0.0015300852246582508,0.0008735535084269941
<Speed 0.00 mmps>,<Speed 0.00 mmps>,-0.00023599353153258562,6.285030394792557e-05,8.531170169590041e-05
<Speed 0.00 mmps>,<Speed 0.00 mmps>,-0.0013013248099014163,-0.0033945441246032715,-0.0009590918198227882
<Speed 0.00 mmps>,<Speed 0.00 mmps>,-0.0007630340987816453,-0.0015286393463611603,8.208301733247936e-05
<Speed 0.00 mmps>,<Speed 0.00 mmps>,0.0003055142005905509,-0.0015266998670995235,0.0003458892460912466
<Speed 0.00 mmps>,<Speed 0.00 mmps>,-0.000760003225877881,-0.0036494708620011806,0.0006061278400011361
<Speed 0.00 mmps>,<Speed 0.00 mmps>,3.6131590604782104e-05,0.0035303852055221796,-0.0007019752520136535
<Speed 0.00 mmps>,<Speed 0.00 mmps>,-0.0002286393428221345,-0.003382910043001175,8.538017573300749e-05
<Speed 0.00 mmps>,<Speed 0.00 mmps>,-0.00022740359418094158,0.002206998411566019,0.0003479535225778818
<Speed 0.00 mmps>,<Speed 0.00 mmps>,0.0003026840277016163,0.00034226756542921066,0.0008787874248810112
<Speed 0.00 mmps>,<Speed 0.00 mmps>,0.000833262805826962,0.0006049731746315956,-0.0017305639339610934
