left wheel speed,right wheel speed,gyro x,gyro y,gyro z,pose x,pose y,pose z,q0,q1,q2,q3,angle_z,origin_id,is_accurate,wheels: up key,wheels: down key,wheels: left key,wheels: right key,head: up key,head: down key,stop,timestamp
0.0,0.0,-2.7309288270771503e-05,0.00030646705999970436,-0.0005512737552635372,139.8470916748047,-143.09422302246094,0.0,0.9991772770881653,0.0,0.0,0.040555261075496674,0.08113277115586613,29,True,0,0,0,0,0,0,0,14:34:35.886384
0.0,0.0,0.0007749531650915742,2.9650051146745682e-05,0.0010145644191652536,139.8470916748047,-143.09422302246094,0.0,0.9991769194602966,0.0,0.0,0.040564075112342834,0.08115041375999588,29,True,0,0,0,0,0,0,0,14:34:35.993338
0.0,0.0,-0.0008223678451031446,-0.00023456895723938942,-0.0010734671959653497,139.8470916748047,-143.09422302246094,0.0,0.9991773962974548,0.0,0.0,0.04055347293615341,0.0811291957025396,29,True,0,0,0,0,0,0,0,14:34:36.100221
0.0,0.0,-0.00028849998489022255,0.0005648043006658554,-2.0010758817079477e-05,139.8470916748047,-143.09422302246094,0.0,0.9991790652275085,0.0,0.0,0.04051145538687706,0.08104508861622121,29,True,0,0,0,0,0,0,0,14:34:36.209338
0.0,0.0,-1.9857310689985752e-05,3.3985357731580734e-05,0.0007633150089532137,139.8470916748047,-143.09422302246094,0.0,0.9991790056228638,0.0,0.0,0.040513720363378525,0.08104962489421126,29,True,0,0,0,0,0,0,0,14:34:36.318413
0.0,0.0,0.00024326343555003405,-0.001559718046337366,-0.00028499611653387547,139.8470916748047,-143.09422302246094,0.0,0.9991783499717712,0.0,0.0,0.04052997753024101,0.0810821662519845,29,True,0,0,0,0,0,0,0,14:34:36.424526
0.0,0.0,-0.0021607736125588417,-0.004229614976793528,-0.0002803156094159931,139.8470916748047,-143.09422302246094,0.0,0.9991792440414429,0.0,0.0,0.04050654172897339,0.0810352515803562,29,True,0,0,0,1,0,0,0,14:34:36.531585
0.0,0.0,-0.002694074995815754,-0.005291981156915426,-0.000798252469394356,139.8470916748047,-143.09422302246094,0.0,0.9991801977157593,0.0,0.0,0.04048367217183113,0.08098947708200697,29,True,0,0,0,1,0,0,0,14:34:36.638396
0.0,0.0,-0.014134494587779045,-0.00768648786470294,-0.03136652335524559,139.84727478027344,-143.09658813476562,0.0,0.9991851449012756,0.0,0.0,0.040361642837524414,0.0807452196110959,29,True,0,0,0,1,0,0,0,14:34:36.744225
22.0,-19.0,-0.017593227326869965,0.027166888117790222,-0.39949214458465576,139.8334503173828,-143.87229919433594,0.0,0.9997837543487549,0.0,0.0,0.020794114097952843,0.04159122484508579,29,True,0,0,0,1,0,0,0,14:34:36.850261
27.0,-25.0,0.020718879997730255,-0.03588845580816269,-0.5596489906311035,139.96958923339844,-145.0428466796875,0.0,0.9999631643295288,0.0,0.0,-0.008586033247411251,-0.01717227791829139,29,True,0,0,0,1,0,0,0,14:34:36.956380
29.0,-30.0,-0.0008316806051880121,-0.0374847948551178,-0.661281943321228,139.96665954589844,-146.428466796875,0.0,0.9990664124488831,0.0,0.0,-0.04320015758275986,-0.0864272097602958,29,True,0,0,0,1,0,0,0,14:34:37.062652
33.0,-33.0,-0.009345483034849167,0.0005612573586404324,-0.6989044547080994,139.7677459716797,-147.60586547851562,0.0,0.9973371624946594,0.0,0.0,-0.07292880117893219,-0.1459872079348554,29,True,0,0,0,1,0,0,0,14:34:37.175544
34.0,-34.0,-0.06388702988624573,-0.08111802488565445,-0.7059586644172668,139.60903930664062,-148.83950805664062,0.0,0.9945917129516602,0.0,0.0,-0.10386224836111069,-0.20809979239407372,29,True,0,0,0,1,0,0,0,14:34:37.288902
36.0,-34.0,0.050517186522483826,0.050047729164361954,-0.7365269064903259,139.210205078125,-150.59510803222656,0.0,0.9889149069786072,0.0,0.0,-0.148483544588089,-0.29806929140387634,29,True,0,0,0,1,0,0,0,14:34:37.395794
36.0,-36.0,0.018856486305594444,0.017322804778814316,-0.8078529238700867,138.576171875,-152.3793487548828,0.0,0.9807747602462769,0.0,0.0,-0.1951431930065155,-0.3928068951509574,29,True,0,0,0,1,0,0,0,14:34:37.501936
36.0,-37.0,0.012205077335238457,-0.024714091792702675,-0.8488718867301941,137.70562744140625,-154.21173095703125,0.0,0.9696163535118103,0.0,0.0,-0.2446305900812149,-0.4942773768103939,29,True,0,0,0,1,0,0,0,14:34:37.607976
38.0,-38.0,-0.04685942083597183,0.006148439832031727,-0.9222880005836487,136.82998657226562,-155.571044921875,0.0,0.9589501619338989,0.0,0.0,-0.28357458114624023,-0.575039317083364,29,True,0,0,0,1,0,0,0,14:34:37.713978
39.0,-39.0,0.06461817026138306,0.010139284655451775,-0.8736922740936279,135.87928771972656,-156.90060424804688,0.0,0.9465451836585999,0.0,0.0,-0.3225712776184082,-0.6568894464416414,29,True,0,0,0,1,0,0,0,14:34:37.819903
40.0,-41.0,-0.04366674646735191,0.011469565331935883,-0.8979901075363159,134.52716064453125,-158.48834228515625,0.0,0.9284467697143555,0.0,0.0,-0.37146544456481934,-0.7611738068825432,29,True,0,0,0,1,0,0,0,14:34:37.926055
35.0,-39.0,0.012205077335238457,0.02849717065691948,-0.8742148280143738,132.8139190673828,-159.83966064453125,0.0,0.9069018959999084,0.0,0.0,-0.4213418662548065,-0.8698488613257764,29,True,0,0,0,1,0,0,0,14:34:38.032198
37.0,-39.0,-0.009611539542675018,0.03568068891763687,-0.9136661291122437,131.53311157226562,-160.75909423828125,0.0,0.8895788788795471,0.0,0.0,-0.4567815959453583,-0.9487478576122955,29,True,0,0,0,1,0,0,0,14:34:38.138193
37.0,-39.0,-0.009611539542675018,0.03568068891763687,-0.9136661291122437,131.53311157226562,-160.75909423828125,0.0,0.8895788788795471,0.0,0.0,-0.4567815959453583,-0.9487478576122955,29,True,0,0,0,1,0,0,0,14:34:38.244086
39.0,-40.0,0.04466394707560539,-0.021787472069263458,-0.9241169095039368,128.23431396484375,-162.67752075195312,0.0,0.8420163989067078,0.0,0.0,-0.5394519567489624,-1.1395722150162533,29,True,0,0,0,1,0,0,0,14:34:38.350806
41.0,-39.0,-0.014134494587779045,0.014130128547549248,-0.9437119364738464,126.25044250488281,-163.3927001953125,0.0,0.8124261498451233,0.0,0.0,-0.5830641388893127,-1.2449904082286967,29,True,0,0,0,1,0,0,0,14:34:38.457812
39.0,-38.0,0.08111365884542465,2.9144808650016785e-05,-1.0568405389785767,125.1354751586914,-163.79664611816406,0.0,0.7947699427604675,0.0,0.0,-0.606910765171051,-1.3043356690275554,29,True,0,0,0,0,0,0,0,14:34:38.564745
41.0,-41.0,0.01832437328994274,-0.02923704870045185,-0.9622618556022644,122.94300079345703,-164.27256774902344,0.0,0.7595180869102478,0.0,0.0,-0.6504862308502197,-1.4164488975556333,29,True,0,0,0,0,0,0,0,14:34:38.673459
22.0,-19.0,-0.049253929406404495,-0.016200289130210876,-0.8203937411308289,120.60423278808594,-164.55783081054688,0.0,0.7199317812919617,0.0,0.0,-0.6940448880195618,-1.5341847641429562,29,True,0,0,0,0,0,0,0,14:34:38.780538
13.0,5.0,-0.00029956805519759655,-0.00156719284132123,0.0002468166931066662,120.50493621826172,-164.6216583251953,0.0,0.714028000831604,0.0,0.0,-0.7001171708106995,-1.5511231642681036,29,True,0,0,0,0,0,0,0,14:34:38.886363
0.0,0.0,-0.001895905937999487,-0.0020993053913116455,-1.4450595699599944e-05,120.50493621826172,-164.6216583251953,0.0,0.7140342593193054,0.0,0.0,-0.7001107931137085,-1.5511053004899857,29,True,0,0,0,0,0,0,0,14:34:38.992786
