left wheel speed,right wheel speed,gyro x,gyro y,gyro z,timestamp
0.0,13.0,-0.008078834041953087,-0.011033555492758751,-0.003643449628725648,16:30:09.813583
0.0,13.0,0.00016891141422092915,0.0017371466383337975,0.00027555960696190596,16:30:09.916627
0.0,0.0,0.00149919290561229,0.0006729215383529663,-0.001030776766128838,16:30:10.019717
0.0,0.0,-0.0011613701935857534,-0.0014555291272699833,-0.001030776766128838,16:30:10.122847
0.0,0.0,-9.714486077427864e-05,0.00040686503052711487,-0.0015533113619312644,16:30:10.226353
0.0,0.0,0.00043496768921613693,-0.0009234165772795677,-0.0007695095264352858,16:30:10.330330
0.0,0.0,0.0007003229111433029,0.002268054522573948,-0.000246728042839095,16:30:10.434178
0.0,0.0,-9.60261095315218e-05,-0.0011953706853091717,0.0002800532092805952,16:30:10.538113
0.0,0.0,-0.0006289626471698284,-0.00039671920239925385,-0.0012851441279053688,16:30:10.641897
0.0,0.0,-0.0014256825670599937,0.0001419493928551674,-0.0007547600544057786,16:30:10.746100
0.0,0.0,-0.0011570826172828674,-0.0001243995502591133,-0.00023113869247026742,16:30:10.849962
0.0,0.0,0.0007071914151310921,0.00040839798748493195,0.0005545068997889757,16:30:10.953865
0.0,0.0,0.0004443270154297352,-0.0003901505842804909,3.0818115192232653e-05,16:30:11.057809
0.0,0.0,-0.00035650166682899,0.0009404695592820644,-0.0004904691013507545,16:30:11.166785
0.0,0.0,0.0015041829319670796,0.001736136619001627,-0.0007461138884536922,16:30:11.269763
0.0,0.0,-0.00036213593557477,-0.00039410684257745743,-0.001529715838842094,16:30:11.372704
0.0,0.0,-0.00010117911733686924,0.000662896316498518,-0.0007378225564025342,16:30:11.475690
0.0,0.0,0.0009631455177441239,0.001192769967019558,-0.0007296421681530774,16:30:11.583922
0.0,0.0,-0.0006358523387461901,-0.0006757648661732674,-0.0007318151765502989,16:30:11.687022
0.0,0.0,0.00016557564958930016,0.0003901817835867405,4.795877612195909e-05,16:30:11.790136
0.0,0.0,-0.000898485304787755,-0.0020084427669644356,-0.0004783788463100791,16:30:11.893080
0.0,0.0,0.00043080816976726055,0.0009179837070405483,0.00030372285982593894,16:30:11.996194
0.0,0.0,-0.00010733027011156082,0.00011790590360760689,-0.0009972603293135762,16:30:12.099438
0.0,0.0,0.00015811645425856113,-0.0014773239381611347,5.144898750586435e-05,16:30:12.202500
0.0,0.0,0.0009589613182470202,0.0009241951629519463,-0.000736438378226012,16:30:12.309843
0.0,0.0,-0.00010901386849582195,-0.00041108764708042145,-0.00020832674636039883,16:30:12.412931
0.0,0.0,-0.00010733027011156082,0.0009156046435236931,0.0003160283376928419,16:30:12.516107
0.0,0.0,-0.00037209666334092617,0.0009169843979179859,0.0003165400994475931,16:30:12.619176
0.0,0.0,0.0004272894002497196,-0.00014972873032093048,5.491905540111475e-05,16:30:12.724286
0.0,0.0,0.0009621939389035106,0.0006505809724330902,5.2215673349564895e-05,16:30:12.827166
0.0,0.0,-0.0011603711172938347,-0.00040931254625320435,0.0005713861319236457,16:30:12.930131
0.0,0.0,-0.0006279153749346733,-0.0006775036454200745,0.0005728815449401736,16:30:13.032980
0.0,0.0,-9.324005804955959e-05,-0.0004100445657968521,0.0003128777607344091,16:30:13.136002
0.0,0.0,0.0006999773904681206,-0.0004069828428328037,-0.00021000849665142596,16:30:13.238818
0.0,0.0,0.0006966423243284225,0.0006598602049052715,5.092717765364796e-05,16:30:13.341823
0.0,0.0,-0.0032972584012895823,-0.0038638911210000515,5.40430482942611e-05,16:30:13.446057
0.0,0.0,-0.00010118330828845501,-0.0009401659481227398,0.0005744252703152597,16:30:13.549091
0.0,0.0,0.0001639563124626875,-0.0006719045341014862,0.0013486514799296856,16:30:13.652129
0.0,0.0,-0.0011714543215930462,-0.0006654751487076283,-0.00021917521371506155,16:30:13.755032
0.0,0.0,-0.00037318142130970955,-0.00040353648364543915,-0.0007426124648191035,16:30:13.862434
0.0,0.0,0.0006920425221323967,0.0009254752658307552,0.00029948813607916236,16:30:13.965374
0.0,0.0,-0.0006414651870727539,0.0003952854312956333,0.001083101611584425,16:30:14.068773
0.0,0.0,0.0009506141068413854,0.0011924360878765583,0.00029795084265060723,16:30:14.171850
0.0,0.0,-0.00038376287557184696,-0.00014259153977036476,-0.00022441094915848225,16:30:14.278502
0.0,0.0,-0.0003814399242401123,-0.0006706314161419868,-0.001274971989914775,16:30:14.385122
0.0,0.0,-0.0003860411234200001,0.0006587193347513676,0.0002971439971588552,16:30:14.488038
0.0,0.0,-0.0014502664562314749,-0.0012036748230457306,0.0005584112950600684,16:30:14.590987
0.0,0.0,-0.00011998484842479229,0.000126606784760952,0.0008196785347536206,16:30:14.694314
0.0,0.0,0.0004121277015656233,-0.0004055062308907509,0.0005584112950600684,16:30:14.797156
-11.0,9.0,-0.0043768854811787605,0.006778014358133078,0.19729268550872803,16:30:14.900112
-27.0,28.0,0.021962689235806465,-0.019029447808861732,0.5850133299827576,16:30:15.003576
-19.0,18.0,-0.016881531104445457,0.004649563692510128,0.39611709117889404,16:30:15.106769
-23.0,26.0,-0.011294350028038025,-0.007322969846427441,0.5181289315223694,16:30:15.209906
-30.0,32.0,0.03420127555727959,-0.03286437690258026,0.6461498737335205,16:30:15.312850
-42.0,42.0,-0.07381758093833923,0.09670504182577133,0.8677045702934265,16:30:15.415869
-45.0,48.0,0.06080690771341324,0.06930124014616013,1.0383119583129883,16:30:15.518893
-46.0,47.0,-0.09776265174150467,-0.15418604016304016,1.102583885192871,16:30:15.622221
-46.0,50.0,0.06559591740369797,0.08233800530433655,1.1132957935333252,16:30:15.728239
-49.0,49.0,-0.07222124189138412,0.06318195164203644,1.193504810333252,16:30:15.831393
-51.0,49.0,0.05362338572740555,0.06211772561073303,1.2128386497497559,16:30:15.934452
-50.0,50.0,-0.06264321506023407,0.0014568879269063473,1.186973214149475,16:30:16.037532
-48.0,51.0,0.06160507723689079,0.12437489628791809,1.250199794769287,16:30:16.143157
-51.0,49.0,-0.07222124189138412,-0.05122225731611252,1.1945499181747437,16:30:16.246239
-51.0,53.0,-0.013688855804502964,0.016622096300125122,1.2384427785873413,16:30:16.349225
-51.0,51.0,-0.10281772166490555,-0.05494704842567444,1.1942886114120483,16:30:16.452160
-50.0,48.0,0.11694478988647461,-0.01690099760890007,1.0918718576431274,16:30:16.555148
-50.0,47.0,-0.05599180981516838,0.01608998514711857,1.079592227935791,16:30:16.658207
-48.0,48.0,0.038990288972854614,-0.09352521598339081,1.1315844058990479,16:30:16.761513
-49.0,50.0,-0.06929462403059006,0.0815398320555687,1.0827275514602661,16:30:16.864589
-50.0,50.0,-0.005175055004656315,-0.06133240461349487,1.0866464376449585,16:30:16.967502
-49.0,48.0,0.08235746622085571,-0.02381846122443676,1.068880319595337,16:30:17.070534
-49.0,49.0,-0.08951490372419357,0.023007448762655258,1.064961314201355,16:30:17.173603
-49.0,51.0,-0.11266180127859116,0.05466815084218979,1.0498077869415283,16:30:17.276786
-14.0,0.0,-0.009964068420231342,0.07222786545753479,-0.021126773208379745,16:30:17.380088
-14.0,0.0,-0.0006520973984152079,0.0011908318847417831,3.587671017157845e-05,16:30:17.484025
-14.0,0.0,-0.0027805480640381575,-0.004130294546484947,-0.00048665786744095385,16:30:17.589744
0.0,0.0,-0.0006520973984152079,0.00039266282692551613,0.0002971439971588552,16:30:17.692973
0.0,0.0,0.0004121277015656233,-0.0004055062308907509,-0.00048665786744095385,16:30:17.796313
10.0,0.0,-0.018477868288755417,0.010768858715891838,-0.05744292587041855,16:30:17.899545
25.0,26.0,0.0001460714265704155,-0.0022678999230265617,-0.03105492889881134,16:30:18.005728
29.0,30.0,0.0012102966429665685,0.03364970162510872,-0.002576796105131507,16:30:18.108950
45.0,45.0,0.07544000446796417,0.003319282317534089,-0.04333449527621269,16:30:18.212126
54.0,52.0,-0.1041480004787445,-0.10230506956577301,-0.02661338821053505,16:30:18.315403
54.0,52.0,-0.1041480004787445,-0.10230506956577301,-0.02661338821053505,16:30:18.424458
82.0,81.0,-0.05971659719944,-0.07649761438369751,0.03426189348101616,16:30:18.527768
94.0,98.0,-0.02592744491994381,-0.015836771577596664,0.014666845090687275,16:30:18.630866
98.0,100.0,0.002806634409353137,-0.11161704361438751,0.010747835040092468,16:30:18.734077
102.0,101.0,0.03366916626691818,-0.04457085579633713,0.03896470367908478,16:30:18.841337
103.0,102.0,-0.0690285712480545,-0.13795660436153412,-0.0678936168551445,16:30:18.944495
102.0,103.0,0.06160507723689079,-0.024882685393095016,0.021721061319112778,16:30:19.047750
102.0,104.0,-0.08791856467723846,-0.02913958765566349,0.0251175370067358,16:30:19.151092
102.0,102.0,-0.023798994719982147,-0.028075361624360085,-0.013550021685659885,16:30:19.254898
100.0,101.0,-0.015551251359283924,-0.10443352162837982,0.0016034804284572601,16:30:19.358119
-15.0,8.0,-0.005175055004656315,-0.007855082862079144,-0.03053239732980728,16:30:19.461360
-15.0,0.0,-0.0006520973984152079,-0.0035981815308332443,3.587671017157845e-05,16:30:19.565846
-15.0,0.0,0.0009442403679713607,0.0030532260425388813,0.0002971439971588552,16:30:19.669004
0.0,0.0,-0.0006520973984152079,0.004383507184684277,-0.001531727029941976,16:30:19.772195
0.0,0.0,-0.00011998484842479229,-0.0012036748230457306,0.0005584112950600684,16:30:19.875227
0.0,0.0,0.0004121277015656233,0.0017229444347321987,-0.0017929943278431892,16:30:19.978388
25.0,24.0,0.005467197857797146,-0.038717612624168396,-0.015378892421722412,16:30:20.082021
40.0,39.0,0.029146209359169006,-0.013974377885460854,-0.07102882862091064,16:30:20.185071
47.0,45.0,-0.010230124928057194,-0.0046624066308140755,-0.017207765951752663,16:30:20.288790
58.0,52.0,-0.006771393120288849,0.010502802208065987,-0.03941548615694046,16:30:20.391953
0.0,0.0,-0.0065053366124629974,-0.005726631730794907,-0.00649580592289567,16:30:20.495011
0.0,0.0,0.0012102966429665685,0.002521113259717822,-0.0007479251362383366,16:30:20.598173
0.0,0.0,-0.0006520973984152079,-0.000671562273055315,-0.0002253905840916559,16:30:20.707981
0.0,0.0,0.0006781839765608311,0.0017229444347321987,0.0002971439971588552,16:30:20.811035
13.0,0.0,-0.018211813643574715,-0.0046624066308140755,-0.07912811636924744,16:30:20.914212
25.0,0.0,0.02621958963572979,0.00198900094255805,-0.21237441897392273,16:30:21.017289
51.0,0.0,0.01903606951236725,0.006778014358133078,-0.5159670114517212,16:30:21.128914
17.0,0.0,-0.010230124928057194,-0.02195606753230095,-0.011198616586625576,16:30:21.232149
17.0,0.0,-0.0003860411234200001,0.0006587193347513676,-0.0007479251362383366,16:30:21.335348
17.0,0.0,-0.0006520973984152079,-0.00013944972306489944,-0.001270459732040763,16:30:21.440112
0.0,0.0,0.0001460714265704155,-0.00013944972306489944,0.0005584112950600684,16:30:21.546082
0.0,0.0,0.0001460714265704155,-0.00013944972306489944,0.0002971439971588552,16:30:21.651914
0.0,0.0,0.0004121277015656233,0.0009247753769159317,-0.0007479251362383366,16:30:21.755850
14.0,0.0,0.013448886573314667,-0.004396350122988224,-0.13033649325370789,16:30:21.859062
16.0,0.0,0.0006781839765608311,0.000126606784760952,-0.001270459732040763,16:30:21.966031
16.0,0.0,-0.0009181539062410593,-0.000671562273055315,-0.0007479251362383366,16:30:22.069285
0.0,0.0,0.0001460714265704155,0.00039266282692551613,-0.0002253905840916559,16:30:22.172646
0.0,0.0,-0.00011998484842479229,-0.0012036748230457306,-0.00048665786744095385,16:30:22.275862
0.0,0.0,-0.0003860411234200001,-0.00013944972306489944,3.587671017157845e-05,16:30:22.386019
0.0,0.0,-0.00011998484842479229,0.0014568879269063473,-0.0017929943278431892,16:30:22.488992
10.0,0.0,0.003072690684348345,-0.007855082862079144,-0.05561405420303345,16:30:22.592198
15.0,0.0,-0.004908998496830463,-0.01157987117767334,-0.060316864401102066,16:30:22.695625
15.0,0.0,0.0009442403679713607,0.003585338592529297,0.01257670670747757,16:30:22.803179
15.0,0.0,-0.0009181539062410593,-0.0004055062308907509,-0.0002253905840916559,16:30:22.907940
0.0,0.0,-0.0006520973984152079,-0.001469731330871582,0.0005584112950600684,16:30:23.012595
0.0,0.0,-0.0006520973984152079,-0.000671562273055315,-0.0007479251362383366,16:30:23.115863
0.0,0.0,-0.0009181539062410593,0.0009247753769159317,-0.0002253905840916559,16:30:23.228069
0.0,0.0,0.0001460714265704155,-0.0004055062308907509,0.0002971439971588552,16:30:23.331254
0.0,0.0,0.00014910963363945484,0.00039289845153689384,0.00029430913855321705,16:30:23.434229
0.0,0.0,0.00040977238677442074,0.00012812064960598946,-0.0007461869972757995,16:30:23.537291
0.0,0.0,0.00014331284910440445,0.0011832579039037228,-0.0004826511722058058,16:30:23.644249
0.0,0.0,-0.0001239993143826723,-0.0006775879301130772,-0.00021993034170009196,16:30:23.747501
0.0,0.0,0.00040323310531675816,-0.0006714644841849804,-0.0007365787751041353,16:30:23.850840
0.0,0.0,-0.0001319705042988062,-0.00013625342398881912,0.00031105635571293533,16:30:23.954007
0.0,0.0,0.0001384394709020853,0.0006598248146474361,-0.0002114020608132705,16:30:24.057045
0.0,0.0,0.0014662734465673566,0.00039131753146648407,4.8222511395579204e-05,16:30:24.160314
0.0,0.0,0.000133841997012496,0.0009255153127014637,-0.00021374979405663908,16:30:24.263577
0.0,0.0,0.0011954031651839614,-0.0009371060878038406,0.00031084363581612706,16:30:24.366992
0.0,0.0,-0.000403823796659708,0.0009224307723343372,5.001661702408455e-05,16:30:24.470009
0.0,0.0,0.0003921107854694128,-0.00014147628098726273,-0.0007310864748433232,16:30:24.573146
0.0,0.0,0.0006586248055100441,-0.000139548908919096,-0.0004692530492320657,16:30:24.676395
0.0,0.0,-0.0006746503058820963,0.0009179096668958664,6.149261753307655e-05,16:30:24.785863
0.0,0.0,-0.0009397212415933609,0.0006496794521808624,6.49077192065306e-05,16:30:24.889130
0.0,0.0,-0.0004076345358043909,-0.0004123854450881481,0.0008535340894013643,16:30:24.992323
0.0,0.0,0.00039340369403362274,0.00011881673708558083,-0.0007156664505600929,16:30:25.096184
0.0,0.0,0.00012778234668076038,-0.00041042501106858253,-0.000451813597464934,16:30:25.205199
0.0,0.0,0.00039356411434710026,-0.000408761203289032,0.0005905671860091388,16:30:25.308214
0.0,0.0,0.00012803426943719387,0.00012128660455346107,-0.00019257355597801507,16:30:25.411409
0.0,0.0,0.0006583442445844412,-0.000145680271089077,7.629783794982359e-05,16:30:25.514643
0.0,0.0,-0.0004084962420165539,-0.0006774496287107468,-0.00044460882782004774,16:30:25.623407
0.0,0.0,-0.0004094566684216261,0.0003890343941748142,0.0006015916005708277,16:30:25.726401
0.0,0.0,0.001185536035336554,0.0003884988836944103,-0.001225491869263351,16:30:25.829433
0.0,0.0,-0.00014619599096477032,0.0001186169683933258,8.038803207455203e-05,16:30:25.932563
0.0,0.0,0.0003883799072355032,0.000385550782084465,-0.0001757555000949651,16:30:26.035811
0.0,0.0,-0.0006743951234966516,0.0006487108767032623,8.695176074979827e-05,16:30:26.138779
0.0,0.0,0.0006561262998729944,-0.0004187566228210926,-0.0009551318944431841,16:30:26.241886
0.0,0.0,0.00011937227100133896,0.0003785770386457443,0.0003530988178681582,16:30:26.346341
0.0,0.0,-0.00014912220649421215,-0.000683667603880167,-0.00016816188872326165,16:30:26.449558
0.0,0.0,-0.00068486831150949,0.00011667702347040176,-0.0006892028613947332,16:30:26.552801
0.0,0.0,-0.0012119850143790245,0.0001229420304298401,-0.0001610614563105628,16:30:26.656121
0.0,0.0,-0.00014480180107057095,0.0001306021586060524,0.0008877491345629096,16:30:26.765512
0.0,0.0,0.00012145936489105225,0.00039389077574014664,-0.0006830776110291481,16:30:26.868669
0.0,0.0,-0.00014709471724927425,0.00039025256410241127,-0.00016085967945400625,16:30:26.971888
0.0,0.0,0.00038345810025930405,0.0001215226948261261,0.0006234231404960155,16:30:27.075262
0.0,0.0,-0.00015002209693193436,-0.00014127884060144424,-0.0004244616720825434,16:30:27.182532
0.0,0.0,0.00011635804548859596,-0.00040722498670220375,-0.0006807935424149036,16:30:27.285984
0.0,0.0,-0.0004193081986159086,-0.00041034305468201637,-0.0006758681265637279,16:30:27.389299
0.0,0.0,0.00037886062636971474,0.0006538825109601021,-0.001198402838781476,16:30:27.492586
0.0,0.0,0.0009109732927754521,-0.0006763990968465805,0.0008917356026358902,16:30:27.595856
0.0,0.0,0.0014430858427658677,-0.001208511646836996,0.0011530029587447643,16:30:27.699471
0.0,0.0,0.0014430858427658677,-0.001208511646836996,0.0011530029587447643,16:30:27.802788
-27.0,27.0,-0.034740570932626724,0.019277824088931084,0.5900495052337646,16:30:27.906747
0.0,21.0,0.0027733673341572285,0.0011859950609505177,0.3792067766189575,16:30:28.010030
-28.0,29.0,-0.061346203088760376,0.02566317468881607,0.5892657041549683,16:30:28.113427
-36.0,35.0,-0.012923954986035824,-0.07410793751478195,0.7264310121536255,16:30:28.216619
-17.0,17.0,0.11292067915201187,0.08180105686187744,0.7554317116737366,16:30:28.326369
-17.0,0.0,-0.0004193081986159086,-0.000942455604672432,-0.00041460085776634514,16:30:28.429649
0.0,0.0,0.00011280435137450695,0.0009199385531246662,-0.00015333354531321675,16:30:28.532869
0.0,0.0,0.0009109732927754521,0.00038782600313425064,0.0037656757049262524,16:30:28.635805
0.0,0.0,0.0014430858427658677,0.0017181076109409332,0.05366772785782814,16:30:28.743597
-28.0,15.0,-0.017979025840759277,-0.020630622282624245,0.38965746760368347,16:30:28.846993
-35.0,26.0,-0.00520832184702158,0.02007599174976349,0.6031128168106079,16:30:28.950383
0.0,0.0,-0.021171700209379196,-0.03366738185286522,0.03381141275167465,16:30:29.053676
0.0,0.0,0.0014430858427658677,0.0025162764359265566,-0.0006758681265637279,16:30:29.156540
0.0,0.0,-0.00015325192362070084,-0.0006763990968465805,-0.00041460085776634514,16:30:29.259516
11.0,0.0,-0.005740433931350708,-0.0006763990968465805,-0.04143356531858444,16:30:29.362568
23.0,21.0,0.04587448760867119,0.07514964789152145,-0.0247124582529068,16:30:29.467423
26.0,28.0,0.01128716953098774,-0.0044011869467794895,-0.03594695031642914,16:30:29.570796
35.0,35.0,-0.03713507950305939,-0.0038690748624503613,-0.04430750757455826,16:30:29.674007
60.0,59.0,-0.15526407957077026,-0.0820896252989769,-0.014261767268180847,16:30:29.777200
68.0,69.0,-0.09619957953691483,-0.09512639045715332,-0.009297688491642475,16:30:29.883311
82.0,84.0,-0.013456068001687527,-0.045107804238796234,-0.003549808170646429,16:30:29.986646
13.0,18.0,0.011819281615316868,0.019543880596756935,0.03224380686879158,16:30:30.089829
13.0,18.0,0.0027733673341572285,0.005176839418709278,0.0027206065133213997,16:30:30.192867
0.0,0.0,0.00037886062636971474,0.00012176996096968651,-0.00041460085776634514,16:30:30.296610
0.0,0.0,-0.0006853644736111164,-0.0006763990968465805,0.000630468362942338,16:30:30.399699
0.0,0.0,0.0006449169013649225,0.00012176996096968651,-0.00015333354531321675,16:30:30.502950
0.0,0.0,0.0006449169013649225,0.00012176996096968651,0.0011530029587447643,16:30:30.606288
0.0,0.0,0.0006449169013649225,-0.0006763990968465805,0.0011530029587447643,16:30:30.709500
0.0,0.0,-0.0004193081986159086,-0.001208511646836996,0.0001079337380360812,16:30:30.812797
0.0,0.0,-0.0004193081986159086,-0.001208511646836996,0.0001079337380360812,16:30:30.916096
-24.0,25.0,0.03789279982447624,-0.0033369618467986584,0.5819501876831055,16:30:31.023177
-25.0,25.0,-0.0014835335314273834,-0.009190201759338379,0.5430213809013367,16:30:31.126633
0.0,10.0,-0.0006853644736111164,-0.0017406241968274117,0.007423417642712593,16:30:31.229954
0.0,10.0,-0.00015325192362070084,-0.00041034305468201637,-0.0006758681265637279,16:30:31.333347
0.0,0.0,0.0014430858427658677,-0.0006763990968465805,0.0001079337380360812,16:30:31.436762
0.0,13.0,0.0014430858427658677,-0.018502172082662582,0.06072194129228592,16:30:31.540161
32.0,33.0,0.041617587208747864,-0.016905834898352623,0.06803742796182632,16:30:31.643644
43.0,45.0,-0.010795503854751587,-0.018768228590488434,0.031460005789995193,16:30:31.747589
60.0,62.0,-0.018777191638946533,-0.029676537960767746,0.02571212872862816,16:30:31.850945
0.0,0.0,0.01235139463096857,0.029654018580913544,0.0008917356026358902,16:30:31.954059
0.0,0.0,-0.0036119837313890457,-0.006795694585889578,-0.001198402838781476,16:30:32.057092
0.0,0.0,-0.00015325192362070084,-0.0006763990968465805,0.0001079337380360812,16:30:32.164202
0.0,0.0,0.00011280435137450695,0.0006538825109601021,-0.0006758681265637279,16:30:32.267654
0.0,0.0,-0.0012174772564321756,-0.0006763990968465805,-0.0009371353662572801,16:30:32.370865
0.0,0.0,-0.0006861153524369001,-0.0012076133862137794,-0.0009335452923551202,16:30:32.473988
0.0,0.0,-0.0001534821931272745,-0.0006723888218402863,-0.0014575266977772117,16:30:32.588032
0.0,0.0,0.0006451939698308706,-0.0014633163809776306,-0.0009305932908318937,16:30:32.691107
0.0,0.0,0.0006393357180058956,-0.0003942023031413555,-0.0001432200224371627,16:30:32.794482
0.0,0.0,-0.0009598624892532825,0.00014445697888731956,0.0014224422629922628,16:30:32.897904
0.0,0.0,0.00036717718467116356,-0.00038488302379846573,-0.0004070306313224137,16:30:33.007534
0.0,0.0,0.000629310728982091,0.00041466299444437027,-0.0001422865898348391,16:30:33.110613
0.0,0.0,-0.0009673938620835543,0.00041645439341664314,0.000378189783077687,16:30:33.213656
0.0,0.0,-0.0004358217120170593,-0.0006476249545812607,-0.001447084592655301,16:30:33.317207
0.0,0.0,0.0006252757739275694,-0.00011593848466873169,0.0006500303279608488,16:30:33.426336
0.0,0.0,-0.0007027760148048401,0.00015041418373584747,-0.00013661787670571357,16:30:33.529191
0.0,0.0,-0.00016684876754879951,-0.0014410433359444141,-0.0006597834872081876,16:30:33.632048
0.0,0.0,-0.00069625792093575,-0.00117068225517869,-0.00039318224298767745,16:30:33.734988
0.0,0.0,0.001166449743323028,-0.0011676591821014881,-0.0009167509851977229,16:30:33.842090
0.0,0.0,-0.00016911793500185013,-0.000636617187410593,0.00039180729072541,16:30:33.945354
0.0,0.0,-0.00016911793500185013,-0.000636617187410593,0.00039180729072541,16:30:34.048652
0.0,0.0,9.540352039039135e-05,-0.002231158781796694,-0.001701406785286963,16:30:34.151873
0.0,0.0,0.00036248378455638885,0.0006988551467657089,-0.00013001238403376192,16:30:34.254929
0.0,0.0,-0.0007015818264335394,-0.001163227017968893,0.00013240355474408716,16:30:34.358264
0.0,0.0,-0.00017009652219712734,0.00043362658470869064,0.00039261486381292343,16:30:34.461519
0.0,0.0,-0.0007009557448327541,-0.00036207446828484535,0.00013355063856579363,16:30:34.568049
0.0,0.0,-0.0006999438628554344,0.000968648586422205,-0.00039004156133159995,16:30:34.671432
0.0,0.0,-0.00017470051534473896,-0.0008920724503695965,-0.0014275989960879087,16:30:34.774764
0.0,0.0,0.0006268802098929882,-0.0003639976494014263,0.0006639626808464527,16:30:34.878154
0.0,0.0,9.376136586070061e-05,0.0007027573883533478,-0.0003850302309729159,16:30:34.983883
0.0,0.0,-0.0007044542580842972,0.0004363497719168663,0.00039896415546536446,16:30:35.087109
0.0,0.0,-0.0004383979830890894,-0.0011599878780543804,-0.00012357044033706188,16:30:35.190257
0.0,0.0,-0.0009705107659101486,-0.0003618192858994007,0.0006602313951589167,16:30:35.293578
0.0,0.0,-0.0012365670409053564,-0.0038205510936677456,-0.010051727294921875,16:30:35.396955
16.0,-15.0,0.0008918835083022714,0.00283085647970438,-0.29927462339401245,16:30:35.500103
20.0,-19.0,0.018983712419867516,0.012940996326506138,-0.6167144179344177,16:30:35.603070
0.0,-23.0,-0.0020347358658909798,0.0076198698952794075,-0.4973152279853821,16:30:35.708646
31.0,-30.0,-0.02757614105939865,0.012940996326506138,-0.6632199883460999,16:30:35.811744
39.0,-39.0,0.10784652084112167,0.06109718978404999,-0.8272957801818848,16:30:35.914942
46.0,-46.0,-0.2369624525308609,-0.24752813577651978,-1.0734096765518188,16:30:36.018163
49.0,-46.0,-0.11750317364931107,0.13639111816883087,-1.1580601930618286,16:30:36.126692
50.0,-49.0,-0.1151086613535881,0.03848240152001381,-1.048327922821045,16:30:36.230028
