left wheel speed,right wheel speed,gyro x,gyro y,gyro z
<Speed 0.00 mmps>,<Speed 0.00 mmps>,0.0010470051784068346,-0.001445956528186798,0.00040323223220184445
<Speed 0.00 mmps>,<Speed 0.00 mmps>,-0.0010794791160151362,-0.0014454028569161892,-0.00012171565322205424
<Speed 0.00 mmps>,<Speed 0.00 mmps>,-0.0008188220672309399,-0.0014502229169011116,0.00014547108730766922
<Speed 0.00 mmps>,<Speed 0.00 mmps>,-0.0005490941694006324,-0.00038219476118683815,0.00015035408432595432
<Speed 0.00 mmps>,<Speed 0.00 mmps>,-0.0005448765587061644,-0.0006470219232141972,-0.0008953525102697313
<Speed 0.00 mmps>,<Speed 0.00 mmps>,-0.0010785978520289063,-0.0009129964746534824,0.00015240143693517894
<Speed 0.00 mmps>,<Speed 0.00 mmps>,-1.1443858966231346e-05,-0.0019742771983146667,-0.00011482930858619511
<Speed 0.00 mmps>,<Speed 0.00 mmps>,-1.0615563951432705e-05,0.00041948119178414345,-0.00037687833537347615
<Speed 0.00 mmps>,<Speed 0.00 mmps>,0.0002561984583735466,-0.0011734901927411556,0.00014422026288229972
<Speed 0.00 mmps>,<Speed 0.00 mmps>,-0.0008063801797106862,-0.0019629700109362602,0.0009270996670238674
<Speed 0.00 mmps>,<Speed 0.00 mmps>,-0.0008000682573765516,0.0012323930859565735,0.00014283698692452163
<Speed 0.00 mmps>,<Speed 0.00 mmps>,0.0010669443290680647,-0.0022223051637411118,-0.00011809080024249852
<Speed 0.00 mmps>,<Speed 0.00 mmps>,0.0013280725106596947,0.002305323723703623,-0.00011826502304757014
<Speed 0.00 mmps>,<Speed 0.00 mmps>,0.0005292469868436456,-0.0011496827937662601,0.0011885553831234574
<Speed 0.00 mmps>,<Speed 0.00 mmps>,0.0013326064217835665,-0.003542095422744751,-0.00038591035990975797
<Speed 0.00 mmps>,<Speed 0.00 mmps>,0.0005277792224660516,-0.001145253423601389,-0.0009114330750890076
<Speed 0.00 mmps>,<Speed 0.00 mmps>,-1.7510028555989265e-06,0.0017774447333067656,0.00013489821867551655
<Speed 0.00 mmps>,<Speed 0.00 mmps>,0.0005293069407343864,-0.0014151236973702908,-0.00012756716751027852
<Speed 0.00 mmps>,<Speed 0.00 mmps>,-0.0015997749287635088,-0.0006158142350614071,-0.00013032148126512766
