left wheel speed,right wheel speed,gyro x,gyro y,gyro z
-13.0,0.0,0.0020478209480643272,-0.03874499723315239,0.0014610316138714552
0.0,0.0,-0.0035393615253269672,0.023246120661497116,-0.0016741759609431028
0.0,0.0,-0.0003466857597231865,0.00329189863987267,-0.0008903740090318024
0.0,0.0,0.0007175394566729665,-0.0057540154084563255,0.0009384970762766898
0.0,0.0,-0.0011448548175394535,0.006484574172645807,-0.0011516412487253547
0.0,0.0,-0.0011456059291958809,0.0011677956208586693,-0.0019371970556676388
0.0,0.0,-0.0006073657423257828,-0.00282773794606328,-0.00010315003601135686
0.0,0.0,-7.272837683558464e-05,-0.0014995601959526539,-0.000884987588506192
0.0,0.0,0.00045915087684988976,0.00010229134932160378,0.0001582042023073882
0.0,0.0,-0.000608725706115365,-0.0014989934861660004,0.00041606833110563457
0.0,0.0,0.00019523757509887218,-0.0012303977273404598,-0.000368924142094329
0.0,0.0,-0.0008650918025523424,0.002767586149275303,-0.00010716286487877369
0.0,0.0,0.0009975578868761659,-0.00015900610014796257,-0.0001022481665131636
0.0,0.0,-6.812112405896187e-05,0.0017043226398527622,-0.0006216950714588165
0.0,0.0,-7.013627327978611e-05,-0.0009630173444747925,-9.391046478413045e-05
0.0,0.0,0.0002008546143770218,-0.004950743168592453,0.0004285770992282778
0.0,0.0,0.0012673147721216083,-0.00042174477130174637,-0.0003560621989890933
0.0,0.0,0.0009988489327952266,0.0017077815718948841,0.0004289564094506204
0.0,0.0,0.00019914819858968258,-0.0044134208001196384,0.00043122845818288624
0.0,0.0,0.0004705479368567467,-0.00042850058525800705,0.0009473402751609683
0.0,0.0,-0.00032688514329493046,-0.00042910873889923096,0.0001617328671272844
0.0,0.0,0.0007424220675602555,-0.003890671767294407,0.00016631490143481642
0.0,0.0,-0.0003191574942320585,0.0022275452502071857,-0.0003567560052033514
0.0,0.0,-0.0005850021261721849,0.0006291251629590988,-0.0003575720766093582
0.0,0.0,0.0007482887012884021,-0.00017151376232504845,0.0012067677453160286
